touch_id,inquiry_id,touch_timestamp,channel,platform,campaign_id,campaign_name,ad_group,keyword,search_term,match_type,landing_page,geography,cost,platform_conversion,source_system,evidence_class
TOUCH-000015,INQ-000022,2026-05-24T19:00:22,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,1,Google Organic,System-Observed
TOUCH-000016,INQ-000023,2026-05-20T12:12:56,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,OR,24.65,1,Google Ads,System-Observed
TOUCH-000017,INQ-000026,2026-05-10T19:07:27,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,1,Google Organic,System-Observed
TOUCH-000018,INQ-000027,2026-05-04T19:34:36,Local,GBP,,,,,,,https://harborridge.example.test/contact,NY,,1,GBP,System-Observed
TOUCH-000019,INQ-000028,2026-05-02T16:49:01,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,CA,34.79,1,Google Ads,System-Observed
TOUCH-000020,INQ-000030,2026-05-07T09:11:35,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,TX,33.68,1,Google Ads,System-Observed
TOUCH-000021,INQ-000031,2026-05-11T08:18:08,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,WA,20.78,1,Microsoft Ads,System-Observed
TOUCH-000022,INQ-000036,2026-05-15T11:42:05,Direct,,,,,,,,https://harborridge.example.test/,CA,,1,Direct / Analytics,System-Observed
TOUCH-000023,INQ-000038,2026-05-16T19:36:22,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,NY,44.93,1,Google Ads,System-Observed
TOUCH-000024,INQ-000039,2026-05-16T20:22:50,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,CO,21.6,1,Microsoft Ads,System-Observed
TOUCH-000025,INQ-000042,2026-05-23T11:11:34,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,UT,30.57,1,Google Ads,System-Observed
TOUCH-000026,INQ-000045,2026-05-11T17:25:54,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,1,Google Organic,System-Observed
TOUCH-000027,INQ-000046,2026-05-28T11:39:32,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,AZ,16.5,1,Google Ads,System-Observed
TOUCH-000028,INQ-000050,2026-05-06T18:03:50,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,WA,42.91,1,Google Ads,System-Observed
TOUCH-000029,INQ-000051,2026-05-21T13:35:38,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000030,INQ-000052,2026-05-25T18:30:39,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,1,Google Organic,System-Observed
TOUCH-000031,INQ-000056,2026-05-21T10:06:37,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,FL,24.21,1,Google Ads,System-Observed
TOUCH-000032,INQ-000057,2026-05-06T14:29:39,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,1,Google Organic,System-Observed
TOUCH-000033,INQ-000058,2026-05-07T11:33:25,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,CO,26.12,1,Google Ads,System-Observed
TOUCH-000034,INQ-000059,2026-05-21T14:11:32,Local,GBP,,,,,,,https://harborridge.example.test/contact,NY,,1,GBP,System-Observed
TOUCH-000035,INQ-000060,2026-05-03T17:38:56,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,FL,38.34,1,Google Ads,System-Observed
TOUCH-000036,INQ-000061,2026-05-12T13:43:49,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,CA,24.59,1,Google Ads,System-Observed
TOUCH-000037,INQ-000063,2026-05-27T20:18:06,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,CO,25.28,1,Google Ads,System-Observed
TOUCH-000038,INQ-000065,2026-05-16T09:28:46,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Admissions,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,TX,33.46,1,Google Ads,System-Observed
TOUCH-000039,INQ-000066,2026-05-03T20:08:32,Local,GBP,,,,,,,https://harborridge.example.test/contact,OR,,1,GBP,System-Observed
TOUCH-000040,INQ-000067,2026-05-07T12:56:38,Direct,,,,,,,,https://harborridge.example.test/,FL,,1,Direct / Analytics,System-Observed
TOUCH-000041,INQ-000068,2026-05-14T15:29:06,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,OR,7.14,1,Meta,System-Observed
TOUCH-000042,INQ-000071,2026-05-16T05:58:12,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,1,Google Organic,System-Observed
TOUCH-000043,INQ-000073,2026-05-02T17:35:49,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,1,Google Organic,System-Observed
TOUCH-000044,INQ-000074,2026-05-24T17:09:22,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,1,Google Organic,System-Observed
TOUCH-000045,INQ-000075,2026-05-17T14:28:33,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,NY,19.48,1,Google Ads,System-Observed
TOUCH-000046,INQ-000076,2026-05-11T15:49:01,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000047,INQ-000077,2026-05-12T16:25:29,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,WA,14.34,1,Microsoft Ads,System-Observed
TOUCH-000048,INQ-000080,2026-05-15T20:00:58,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,AZ,22.21,1,Google Ads,System-Observed
TOUCH-000049,INQ-000081,2026-05-01T13:36:36,Direct,,,,,,,,https://harborridge.example.test/,CA,,1,Direct / Analytics,System-Observed
TOUCH-000050,INQ-000082,2026-05-23T10:45:42,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,1,Google Organic,System-Observed
TOUCH-000051,INQ-000084,2026-05-23T06:32:29,Direct,,,,,,,,https://harborridge.example.test/,UT,,1,Direct / Analytics,System-Observed
TOUCH-000052,INQ-000085,2026-05-08T15:24:43,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,CA,13.06,1,Meta,System-Observed
TOUCH-000053,INQ-000086,2026-05-06T14:10:09,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,UT,44.86,1,Google Ads,System-Observed
TOUCH-000054,INQ-000087,2026-05-17T13:26:53,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,NV,34.0,1,Google Ads,System-Observed
TOUCH-000055,INQ-000088,2026-05-27T18:13:14,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,NY,34.52,1,Google Ads,System-Observed
TOUCH-000056,INQ-000089,2026-05-10T10:50:03,Direct,,,,,,,,https://harborridge.example.test/,UT,,1,Direct / Analytics,System-Observed
TOUCH-000057,INQ-000091,2026-05-10T14:17:45,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,CA,44.92,1,Google Ads,System-Observed
TOUCH-000058,INQ-000092,2026-05-10T19:52:52,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,1,Google Organic,System-Observed
TOUCH-000059,INQ-000093,2026-05-16T12:20:18,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Admissions,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,AZ,29.35,1,Google Ads,System-Observed
TOUCH-000060,INQ-000094,2026-05-10T12:36:31,Local,GBP,,,,,,,https://harborridge.example.test/contact,UT,,1,GBP,System-Observed
TOUCH-000061,INQ-000095,2026-05-09T16:35:57,Local,GBP,,,,,,,https://harborridge.example.test/contact,TX,,1,GBP,System-Observed
TOUCH-000062,INQ-000097,2026-05-15T07:36:40,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,1,Google Organic,System-Observed
TOUCH-000063,INQ-000098,2026-05-21T18:19:19,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000064,INQ-000099,2026-05-14T19:05:23,Direct,,,,,,,,https://harborridge.example.test/,FL,,1,Direct / Analytics,System-Observed
TOUCH-000065,INQ-000102,2026-05-03T19:57:57,Direct,,,,,,,,https://harborridge.example.test/,OR,,1,Direct / Analytics,System-Observed
TOUCH-000066,INQ-000104,2026-05-20T16:57:59,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,CA,43.19,1,Google Ads,System-Observed
TOUCH-000067,INQ-000106,2026-05-20T12:19:27,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,CO,20.7,1,Google Ads,System-Observed
TOUCH-000068,INQ-000108,2026-05-12T08:14:32,Local,GBP,,,,,,,https://harborridge.example.test/contact,FL,,1,GBP,System-Observed
TOUCH-000069,INQ-000109,2026-05-04T12:38:54,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,1,Google Organic,System-Observed
TOUCH-000070,INQ-000110,2026-05-17T18:09:02,Direct,,,,,,,,https://harborridge.example.test/,NV,,1,Direct / Analytics,System-Observed
TOUCH-000071,INQ-000111,2026-05-11T10:07:23,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,NY,40.82,1,Google Ads,System-Observed
TOUCH-000072,INQ-000112,2026-05-06T12:46:19,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,AZ,36.99,1,Google Ads,System-Observed
TOUCH-000073,INQ-000114,2026-05-07T17:31:15,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,CO,32.57,1,Google Ads,System-Observed
TOUCH-000074,INQ-000115,2026-05-16T19:56:47,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,NY,32.5,1,Google Ads,System-Observed
TOUCH-000075,INQ-000116,2026-05-09T17:16:56,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,3.95,1,Meta,System-Observed
TOUCH-000076,INQ-000117,2026-05-01T12:11:10,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,CA,22.59,1,Google Ads,System-Observed
TOUCH-000077,INQ-000118,2026-05-12T14:31:12,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,1,Google Organic,System-Observed
TOUCH-000078,INQ-000119,2026-05-07T19:10:26,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000079,INQ-000120,2026-05-09T08:59:57,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,NV,41.51,1,Google Ads,System-Observed
TOUCH-000080,INQ-000121,2026-05-24T17:00:15,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,CO,33.17,1,Google Ads,System-Observed
TOUCH-000081,INQ-000123,2026-05-25T19:19:31,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,FL,4.0,1,Meta,System-Observed
TOUCH-000082,INQ-000125,2026-05-10T13:57:43,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,1,Google Organic,System-Observed
TOUCH-000083,INQ-000126,2026-05-21T14:35:44,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,OR,14.68,1,Google Ads,System-Observed
TOUCH-000084,INQ-000128,2026-05-25T17:28:46,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,1,Google Organic,System-Observed
TOUCH-000085,INQ-000129,2026-05-10T14:50:18,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,1,Google Organic,System-Observed
TOUCH-000086,INQ-000131,2026-05-03T14:50:50,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,FL,20.37,1,Google Ads,System-Observed
TOUCH-000087,INQ-000132,2026-05-04T19:03:06,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,AZ,34.3,1,Google Ads,System-Observed
TOUCH-000088,INQ-000135,2026-05-06T11:04:10,Local,GBP,,,,,,,https://harborridge.example.test/contact,NY,,1,GBP,System-Observed
TOUCH-000089,INQ-000136,2026-05-14T18:09:34,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,WA,8.39,1,Meta,System-Observed
TOUCH-000090,INQ-000137,2026-05-22T15:03:57,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,FL,38.37,1,Google Ads,System-Observed
TOUCH-000091,INQ-000138,2026-05-03T16:22:18,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,WA,20.56,1,Google Ads,System-Observed
TOUCH-000092,INQ-000139,2026-05-08T11:09:58,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,1,Google Organic,System-Observed
TOUCH-000093,INQ-000142,2026-05-01T10:32:39,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,WA,25.06,1,Google Ads,System-Observed
TOUCH-000094,INQ-000144,2026-05-15T17:01:55,Local,GBP,,,,,,,https://harborridge.example.test/contact,CA,,1,GBP,System-Observed
TOUCH-000095,INQ-000145,2026-05-16T18:50:44,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,WA,16.1,1,Microsoft Ads,System-Observed
TOUCH-000096,INQ-000147,2026-05-22T14:46:10,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,NV,43.07,1,Google Ads,System-Observed
TOUCH-000097,INQ-000151,2026-05-04T08:26:57,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,NV,21.45,1,Google Ads,System-Observed
TOUCH-000098,INQ-000152,2026-05-10T18:00:24,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,UT,40.0,1,Google Ads,System-Observed
TOUCH-000099,INQ-000153,2026-05-16T07:31:23,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,1,Google Organic,System-Observed
TOUCH-000100,INQ-000154,2026-05-19T11:00:57,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,FL,25.09,1,Google Ads,System-Observed
TOUCH-000101,INQ-000155,2026-05-11T15:20:42,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,TX,32.32,1,Google Ads,System-Observed
TOUCH-000102,INQ-000156,2026-05-28T13:11:19,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,1,Google Organic,System-Observed
TOUCH-000103,INQ-000157,2026-05-12T19:03:58,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,OR,31.92,1,Google Ads,System-Observed
TOUCH-000104,INQ-000158,2026-05-03T11:57:56,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,1,Google Organic,System-Observed
TOUCH-000105,INQ-000159,2026-05-04T15:13:00,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Family Support,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,OR,29.43,1,Google Ads,System-Observed
TOUCH-000106,INQ-000160,2026-05-19T08:56:01,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,1,Google Organic,System-Observed
TOUCH-000107,INQ-000161,2026-05-04T16:44:37,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,1,Google Organic,System-Observed
TOUCH-000108,INQ-000162,2026-05-16T15:55:05,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,OR,13.31,1,Meta,System-Observed
TOUCH-000109,INQ-000163,2026-05-03T08:36:39,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,1,Google Organic,System-Observed
TOUCH-000110,INQ-000164,2026-05-07T07:50:04,Local,GBP,,,,,,,https://harborridge.example.test/contact,AZ,,1,GBP,System-Observed
TOUCH-000111,INQ-000165,2026-05-15T13:06:52,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,OR,24.31,1,Google Ads,System-Observed
TOUCH-000112,INQ-000166,2026-05-11T08:18:23,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,OR,32.1,1,Google Ads,System-Observed
TOUCH-000113,INQ-000167,2026-05-11T12:20:03,Direct,,,,,,,,https://harborridge.example.test/,TX,,1,Direct / Analytics,System-Observed
TOUCH-000114,INQ-000168,2026-05-14T20:01:17,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,WA,39.1,1,Google Ads,System-Observed
TOUCH-000115,INQ-000169,2026-05-02T13:49:11,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,TX,35.68,1,Google Ads,System-Observed
TOUCH-000116,INQ-000171,2026-05-14T16:50:27,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,OR,36.17,1,Google Ads,System-Observed
TOUCH-000117,INQ-000172,2026-05-16T08:49:22,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,CO,27.83,1,Google Ads,System-Observed
TOUCH-000118,INQ-000174,2026-05-06T16:48:38,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,NV,17.15,1,Google Ads,System-Observed
TOUCH-000119,INQ-000176,2026-05-12T13:35:11,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,1,Google Organic,System-Observed
TOUCH-000120,INQ-000178,2026-05-14T12:34:44,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,NY,20.72,1,Microsoft Ads,System-Observed
TOUCH-000121,INQ-000179,2026-05-20T16:08:38,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,1,Google Organic,System-Observed
TOUCH-000122,INQ-000181,2026-05-06T15:57:20,Local,GBP,,,,,,,https://harborridge.example.test/contact,AZ,,1,GBP,System-Observed
TOUCH-000123,INQ-000182,2026-05-12T13:37:37,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,NV,26.55,1,Google Ads,System-Observed
TOUCH-000124,INQ-000183,2026-05-25T17:24:11,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,AZ,18.6,1,Google Ads,System-Observed
TOUCH-000125,INQ-000184,2026-05-20T14:04:25,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000126,INQ-000189,2026-05-20T06:37:36,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,1,Google Organic,System-Observed
TOUCH-000127,INQ-000190,2026-05-07T06:02:26,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,CO,22.84,1,Google Ads,System-Observed
TOUCH-000128,INQ-000192,2026-05-22T19:55:51,Local,GBP,,,,,,,https://harborridge.example.test/contact,AZ,,1,GBP,System-Observed
TOUCH-000129,INQ-000193,2026-05-20T14:42:28,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,CO,44.47,1,Google Ads,System-Observed
TOUCH-000130,INQ-000194,2026-05-04T17:00:18,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,FL,9.38,1,Meta,System-Observed
TOUCH-000131,INQ-000195,2026-05-11T18:45:50,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Admissions,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,FL,16.02,1,Google Ads,System-Observed
TOUCH-000132,INQ-000196,2026-05-11T09:02:41,Direct,,,,,,,,https://harborridge.example.test/,AZ,,1,Direct / Analytics,System-Observed
TOUCH-000133,INQ-000198,2026-05-07T06:26:55,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,CO,22.09,1,Google Ads,System-Observed
TOUCH-000134,INQ-000199,2026-05-18T14:19:42,Local,GBP,,,,,,,https://harborridge.example.test/contact,CA,,1,GBP,System-Observed
