touch_id,inquiry_id,touch_timestamp,channel,platform,campaign_id,campaign_name,ad_group,keyword,search_term,match_type,landing_page,geography,cost,platform_conversion,source_system,evidence_class
TOUCH-000011,INQ-000018,2026-05-15T16:40:32,Local,GBP,,,,,,,https://harborridge.example.test/contact,UT,,1,GBP,System-Observed
TOUCH-000012,INQ-000020,2026-05-08T07:40:50,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,1,Google Organic,System-Observed
TOUCH-000013,INQ-000021,2026-05-09T10:48:57,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,NY,21.05,1,Google Ads,System-Observed
TOUCH-000014,INQ-000022,2026-05-10T15:55:31,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,FL,32.0,1,Google Ads,System-Observed
TOUCH-000015,INQ-000024,2026-05-01T10:59:55,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,1,Google Organic,System-Observed
TOUCH-000016,INQ-000025,2026-05-05T09:56:53,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,CA,36.38,1,Google Ads,System-Observed
TOUCH-000017,INQ-000026,2026-05-06T16:01:41,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,UT,13.79,1,Meta,System-Observed
TOUCH-000018,INQ-000027,2026-05-03T11:42:21,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,1,Google Organic,System-Observed
TOUCH-000019,INQ-000028,2026-05-16T13:54:27,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,1,Google Organic,System-Observed
TOUCH-000020,INQ-000029,2026-05-24T19:15:57,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,1,Google Organic,System-Observed
TOUCH-000021,INQ-000030,2026-05-05T15:39:58,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000022,INQ-000031,2026-05-25T11:49:29,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,1,Google Organic,System-Observed
TOUCH-000023,INQ-000033,2026-05-13T19:41:31,Local,GBP,,,,,,,https://harborridge.example.test/contact,OR,,1,GBP,System-Observed
TOUCH-000024,INQ-000034,2026-05-05T08:42:26,Direct,,,,,,,,https://harborridge.example.test/,OR,,1,Direct / Analytics,System-Observed
TOUCH-000025,INQ-000035,2026-05-07T15:19:48,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,TX,29.97,1,Google Ads,System-Observed
TOUCH-000026,INQ-000036,2026-05-25T09:02:33,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,FL,26.7,1,Google Ads,System-Observed
TOUCH-000027,INQ-000038,2026-05-11T06:53:45,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,1,Google Organic,System-Observed
TOUCH-000028,INQ-000039,2026-05-02T07:58:12,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,WA,16.35,1,Google Ads,System-Observed
TOUCH-000029,INQ-000040,2026-05-09T19:32:00,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,WA,35.48,1,Google Ads,System-Observed
TOUCH-000030,INQ-000041,2026-05-27T06:27:51,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,1,Google Organic,System-Observed
TOUCH-000031,INQ-000042,2026-05-21T18:50:59,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Residential Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,NV,22.9,1,Microsoft Ads,System-Observed
TOUCH-000032,INQ-000043,2026-05-07T15:13:58,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,TX,9.69,1,Meta,System-Observed
TOUCH-000033,INQ-000046,2026-05-23T11:20:41,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,1,Google Organic,System-Observed
TOUCH-000034,INQ-000047,2026-05-16T09:19:43,Local,GBP,,,,,,,https://harborridge.example.test/contact,OR,,1,GBP,System-Observed
TOUCH-000035,INQ-000048,2026-05-02T11:58:22,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,WA,36.68,1,Google Ads,System-Observed
TOUCH-000036,INQ-000049,2026-05-17T13:36:16,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000037,INQ-000050,2026-05-12T11:45:26,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,1,Google Organic,System-Observed
TOUCH-000038,INQ-000052,2026-05-14T05:49:54,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,CA,4.6,1,Meta,System-Observed
TOUCH-000039,INQ-000053,2026-05-15T18:40:55,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,CA,37.93,1,Google Ads,System-Observed
TOUCH-000040,INQ-000054,2026-05-07T16:31:58,Direct,,,,,,,,https://harborridge.example.test/,CO,,1,Direct / Analytics,System-Observed
TOUCH-000041,INQ-000055,2026-05-14T11:06:35,Direct,,,,,,,,https://harborridge.example.test/,AZ,,1,Direct / Analytics,System-Observed
TOUCH-000042,INQ-000056,2026-05-22T15:51:18,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,FL,43.76,1,Google Ads,System-Observed
TOUCH-000043,INQ-000058,2026-05-28T11:04:29,Direct,,,,,,,,https://harborridge.example.test/,AZ,,1,Direct / Analytics,System-Observed
TOUCH-000044,INQ-000059,2026-05-25T18:54:54,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,1,Google Organic,System-Observed
TOUCH-000045,INQ-000060,2026-05-11T20:09:33,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,UT,27.16,1,Google Ads,System-Observed
TOUCH-000046,INQ-000061,2026-05-21T08:51:50,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,WA,16.27,1,Google Ads,System-Observed
TOUCH-000047,INQ-000062,2026-05-26T16:53:38,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000048,INQ-000063,2026-05-28T16:52:53,Local,GBP,,,,,,,https://harborridge.example.test/contact,OR,,1,GBP,System-Observed
TOUCH-000049,INQ-000065,2026-05-15T14:35:11,Direct,,,,,,,,https://harborridge.example.test/,NY,,1,Direct / Analytics,System-Observed
TOUCH-000050,INQ-000067,2026-05-07T08:57:46,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Family Support,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,CO,20.59,1,Google Ads,System-Observed
TOUCH-000051,INQ-000068,2026-05-17T10:28:05,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,1,Google Organic,System-Observed
TOUCH-000052,INQ-000071,2026-05-13T18:25:10,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Family Support,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,AZ,23.18,1,Google Ads,System-Observed
TOUCH-000053,INQ-000074,2026-05-10T18:25:05,Local,GBP,,,,,,,https://harborridge.example.test/contact,FL,,1,GBP,System-Observed
TOUCH-000054,INQ-000075,2026-05-15T08:06:20,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,1,Google Organic,System-Observed
TOUCH-000055,INQ-000076,2026-05-08T14:11:58,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,FL,41.49,1,Google Ads,System-Observed
TOUCH-000056,INQ-000077,2026-05-02T06:55:43,Direct,,,,,,,,https://harborridge.example.test/,OR,,1,Direct / Analytics,System-Observed
TOUCH-000057,INQ-000078,2026-05-05T10:33:23,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,FL,34.66,1,Google Ads,System-Observed
TOUCH-000058,INQ-000079,2026-05-03T09:36:31,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,1,Google Organic,System-Observed
TOUCH-000059,INQ-000080,2026-05-16T16:21:58,Direct,,,,,,,,https://harborridge.example.test/,NY,,1,Direct / Analytics,System-Observed
TOUCH-000060,INQ-000081,2026-05-12T10:55:00,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,WA,21.88,1,Google Ads,System-Observed
TOUCH-000061,INQ-000083,2026-05-27T16:56:08,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,AZ,23.67,1,Google Ads,System-Observed
TOUCH-000062,INQ-000084,2026-05-12T11:45:25,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,1,Google Organic,System-Observed
TOUCH-000063,INQ-000088,2026-05-13T16:10:44,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,OR,39.98,1,Google Ads,System-Observed
TOUCH-000064,INQ-000089,2026-05-01T17:01:19,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,WA,15.38,1,Google Ads,System-Observed
TOUCH-000065,INQ-000093,2026-05-20T07:21:54,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,1,Google Organic,System-Observed
TOUCH-000066,INQ-000095,2026-05-04T15:19:41,Local,GBP,,,,,,,https://harborridge.example.test/contact,WA,,1,GBP,System-Observed
TOUCH-000067,INQ-000096,2026-05-15T13:42:33,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,AZ,4.88,1,Meta,System-Observed
TOUCH-000068,INQ-000097,2026-05-04T17:54:49,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,UT,22.1,1,Google Ads,System-Observed
TOUCH-000069,INQ-000099,2026-05-11T06:34:21,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,UT,12.35,1,Meta,System-Observed
TOUCH-000070,INQ-000100,2026-05-18T18:10:41,Direct,,,,,,,,https://harborridge.example.test/,NY,,1,Direct / Analytics,System-Observed
TOUCH-000071,INQ-000101,2026-05-15T07:37:01,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,CO,20.81,1,Google Ads,System-Observed
TOUCH-000072,INQ-000104,2026-05-17T19:40:54,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,FL,15.46,1,Google Ads,System-Observed
TOUCH-000073,INQ-000105,2026-05-17T10:44:36,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,1,Google Organic,System-Observed
TOUCH-000074,INQ-000108,2026-05-14T16:51:35,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NY,14.51,1,Meta,System-Observed
TOUCH-000075,INQ-000110,2026-05-05T11:23:51,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,CA,20.46,1,Google Ads,System-Observed
TOUCH-000076,INQ-000111,2026-05-05T06:15:05,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,WA,38.04,1,Google Ads,System-Observed
TOUCH-000077,INQ-000112,2026-05-01T07:20:39,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,8.2,1,Meta,System-Observed
TOUCH-000078,INQ-000113,2026-05-24T09:59:46,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,8.89,1,Meta,System-Observed
TOUCH-000079,INQ-000114,2026-05-20T08:21:05,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,UT,38.2,1,Google Ads,System-Observed
TOUCH-000080,INQ-000116,2026-05-07T14:48:47,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,1,Google Organic,System-Observed
TOUCH-000081,INQ-000118,2026-05-16T18:33:09,Direct,,,,,,,,https://harborridge.example.test/,UT,,1,Direct / Analytics,System-Observed
TOUCH-000082,INQ-000119,2026-05-12T18:44:25,Local,GBP,,,,,,,https://harborridge.example.test/contact,CO,,1,GBP,System-Observed
TOUCH-000083,INQ-000120,2026-05-09T19:18:02,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000084,INQ-000121,2026-05-07T12:02:15,Direct,,,,,,,,https://harborridge.example.test/,TX,,1,Direct / Analytics,System-Observed
TOUCH-000085,INQ-000122,2026-05-06T17:17:25,Local,GBP,,,,,,,https://harborridge.example.test/contact,NV,,1,GBP,System-Observed
TOUCH-000086,INQ-000125,2026-05-24T18:10:43,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,CA,16.77,1,Microsoft Ads,System-Observed
TOUCH-000087,INQ-000126,2026-05-07T19:10:48,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,CO,25.94,1,Microsoft Ads,System-Observed
TOUCH-000088,INQ-000128,2026-05-02T13:17:50,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,1,Google Organic,System-Observed
TOUCH-000089,INQ-000129,2026-05-04T20:06:22,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,UT,22.37,1,Google Ads,System-Observed
TOUCH-000090,INQ-000130,2026-05-18T19:55:34,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,AZ,12.34,1,Microsoft Ads,System-Observed
TOUCH-000091,INQ-000131,2026-05-15T10:45:51,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,CO,14.15,1,Meta,System-Observed
TOUCH-000092,INQ-000132,2026-05-11T13:24:15,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,AZ,26.88,1,Google Ads,System-Observed
TOUCH-000093,INQ-000134,2026-05-27T19:05:53,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,FL,29.69,1,Google Ads,System-Observed
TOUCH-000094,INQ-000135,2026-05-14T20:39:37,Local,GBP,,,,,,,https://harborridge.example.test/contact,NY,,1,GBP,System-Observed
TOUCH-000095,INQ-000136,2026-05-24T19:41:26,Direct,,,,,,,,https://harborridge.example.test/,UT,,1,Direct / Analytics,System-Observed
TOUCH-000096,INQ-000137,2026-05-03T17:42:04,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,OR,7.45,1,Meta,System-Observed
TOUCH-000097,INQ-000139,2026-05-22T16:35:53,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,CA,37.5,1,Google Ads,System-Observed
TOUCH-000098,INQ-000140,2026-05-17T07:01:47,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,OR,35.21,1,Google Ads,System-Observed
TOUCH-000099,INQ-000143,2026-05-11T14:33:21,Local,GBP,,,,,,,https://harborridge.example.test/contact,CO,,1,GBP,System-Observed
TOUCH-000100,INQ-000144,2026-05-20T16:30:38,Direct,,,,,,,,https://harborridge.example.test/,OR,,1,Direct / Analytics,System-Observed
TOUCH-000101,INQ-000145,2026-05-05T17:49:36,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,1,Google Organic,System-Observed
TOUCH-000102,INQ-000146,2026-05-08T15:19:22,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,AZ,34.3,1,Google Ads,System-Observed
TOUCH-000103,INQ-000147,2026-05-08T13:26:18,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,CO,34.65,1,Google Ads,System-Observed
TOUCH-000104,INQ-000148,2026-05-03T15:39:41,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,UT,43.14,1,Google Ads,System-Observed
TOUCH-000105,INQ-000149,2026-05-03T20:13:59,Direct,,,,,,,,https://harborridge.example.test/,CA,,1,Direct / Analytics,System-Observed
TOUCH-000106,INQ-000151,2026-05-12T17:16:58,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,NY,34.58,1,Google Ads,System-Observed
TOUCH-000107,INQ-000153,2026-05-04T11:51:57,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,UT,40.45,1,Google Ads,System-Observed
TOUCH-000108,INQ-000154,2026-05-23T16:13:01,Local,GBP,,,,,,,https://harborridge.example.test/contact,NY,,1,GBP,System-Observed
TOUCH-000109,INQ-000155,2026-05-03T20:03:14,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,1,Google Organic,System-Observed
TOUCH-000110,INQ-000157,2026-05-02T16:21:57,Local,GBP,,,,,,,https://harborridge.example.test/contact,NV,,1,GBP,System-Observed
TOUCH-000111,INQ-000158,2026-05-11T07:48:25,Direct,,,,,,,,https://harborridge.example.test/,CA,,1,Direct / Analytics,System-Observed
TOUCH-000112,INQ-000159,2026-05-19T07:50:08,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,CO,38.12,1,Google Ads,System-Observed
TOUCH-000113,INQ-000162,2026-05-06T08:45:18,Local,GBP,,,,,,,https://harborridge.example.test/contact,CO,,1,GBP,System-Observed
TOUCH-000114,INQ-000163,2026-05-18T07:46:35,Direct,,,,,,,,https://harborridge.example.test/,AZ,,1,Direct / Analytics,System-Observed
TOUCH-000115,INQ-000167,2026-05-28T18:59:55,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,1,Google Organic,System-Observed
TOUCH-000116,INQ-000168,2026-05-02T14:59:13,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,1,Google Organic,System-Observed
TOUCH-000117,INQ-000173,2026-05-26T12:39:54,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,NY,23.33,1,Google Ads,System-Observed
TOUCH-000118,INQ-000177,2026-05-02T13:11:44,Direct,,,,,,,,https://harborridge.example.test/,WA,,1,Direct / Analytics,System-Observed
TOUCH-000119,INQ-000179,2026-05-16T12:44:41,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,1,Google Organic,System-Observed
TOUCH-000120,INQ-000180,2026-05-17T08:44:14,Local,GBP,,,,,,,https://harborridge.example.test/contact,FL,,1,GBP,System-Observed
TOUCH-000121,INQ-000187,2026-05-20T10:43:54,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,1,Google Organic,System-Observed
TOUCH-000122,INQ-000188,2026-05-22T17:31:44,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,AZ,10.44,1,Meta,System-Observed
TOUCH-000123,INQ-000190,2026-05-02T09:20:03,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,1,Google Organic,System-Observed
TOUCH-000124,INQ-000191,2026-05-12T12:53:48,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,OR,27.52,1,Google Ads,System-Observed
TOUCH-000125,INQ-000192,2026-05-08T16:26:18,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,1,Google Organic,System-Observed
TOUCH-000126,INQ-000198,2026-05-07T09:59:00,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,1,Google Organic,System-Observed
TOUCH-000127,INQ-000200,2026-05-21T10:09:46,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,CO,16.36,1,Google Ads,System-Observed
TOUCH-000128,INQ-000202,2026-05-17T16:18:40,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,WA,43.19,1,Google Ads,System-Observed
TOUCH-000129,INQ-000203,2026-05-19T08:42:31,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,AZ,25.07,1,Google Ads,System-Observed
TOUCH-000130,INQ-000204,2026-05-28T08:12:23,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,1,Google Organic,System-Observed
TOUCH-000131,INQ-000205,2026-05-20T14:00:42,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,NV,25.44,1,Google Ads,System-Observed
TOUCH-000132,INQ-000206,2026-05-16T15:06:02,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,1,Google Organic,System-Observed
TOUCH-000133,INQ-000208,2026-05-10T12:46:30,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,1,Google Organic,System-Observed
TOUCH-000134,INQ-000209,2026-05-05T09:51:41,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,FL,38.81,1,Google Ads,System-Observed
TOUCH-000135,INQ-000211,2026-05-09T13:31:21,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,WA,27.37,1,Google Ads,System-Observed
TOUCH-000136,INQ-000212,2026-05-16T10:26:55,Direct,,,,,,,,https://harborridge.example.test/,AZ,,1,Direct / Analytics,System-Observed
TOUCH-000137,INQ-000213,2026-05-01T07:57:16,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,1,Google Organic,System-Observed
TOUCH-000138,INQ-000214,2026-05-01T13:08:29,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,1,Google Organic,System-Observed
TOUCH-000139,INQ-000215,2026-05-02T12:24:32,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,FL,10.85,1,Meta,System-Observed
TOUCH-000140,INQ-000216,2026-05-07T14:23:33,Local,GBP,,,,,,,https://harborridge.example.test/contact,WA,,1,GBP,System-Observed
TOUCH-000141,INQ-000217,2026-05-24T06:06:51,Direct,,,,,,,,https://harborridge.example.test/,WA,,1,Direct / Analytics,System-Observed
